,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
2060,34463,7,,,9500.0,,2200.0,False,,,Location pop-up store dans le bas Marais,"Cette boutique a du caché de par son mur en pierre et sa large vitrine. 
Située dans le bas Marais dans un quartier avec un environnement friperie fortement marqué, elle bénéficie d'une clientèle dynamique et engagée. 
30m² de RDC et grande possibilité de stockage au sous sol (30m²).",,,Paris,75004,Boutique / Shop,,Furniture;Garment Rack;Electricity;Lighting;Stock Room;Internet;Toilets;Ground Floor;Daylight;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,paris
2061,34851,7,336.0,,21500.0,,6000.0,False,,,Super bureau en prestation de services - dans le 9ème arrondissement de Paris,"Découvrez le bureau en prestation de services à dans le 9ème arrondissement de Paris : des espaces indépendants et clé-en-main, incluant le mobilier, le ménage et la maintenance par une équipe dédiée. 
Situés entre les quartiers Opéra et Saint Georges, nos bureaux sont à l’image de cette architecture resplendissante.",,,Paris,75009,Office Space,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Office Equipment;Sound & Video Equipment;Toilets;Daylight;Large Door Entrance;Multiple Rooms;Animals Friendly,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
2071,9755,7,,,15000.0,,7000.0,False,,Showroom à Étienne-Marcel,Showroom à Étienne-Marcel,"Ce sublime espace disponible en location éphémère est situé en plein cœur de Paris, dans le triangle d’Etienne Marcel, Montorgueil et Turbigo.
Cet espace de 150m², s’étalant sur 3 niveaux, dispose d’une pièce principale spacieuse équipée de grandes vitrines, vous conférant une grande visibilité.

La modernité, la neutralité et la luminosité de l’espace en font un espace Pop-Up idéal. Aménageable à vos souhaits, il n’attend plus qu’à accueillir votre Pop-Up Store, Vente Privée, Showroom…

Cet espace peut être loué en totalité ou partiellement.","Ce sublime espace disponible en location éphémère est situé en plein cœur de Paris, dans le triangle d’Etienne Marcel, Montorgueil et Turbigo.",Châtelet - Les Halles,Paris,75001,Art Gallery,,Air Conditioning;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Sound & Video Equipment;Toilets,Product Launch;Pop-Up Store;Fashion Showroom,paris
2073,34784,1,28.0,1200.0,18000.0,1500.0,6000.0,False,,,Appartement Loft / Showroom / Garden,"Véritable havre de paix et d'élégance situé au cœur du 16e arrondissement de Paris. 
Proche de la tour Eiffel et de la Seine, dans le quartier d'Auteuil / Maison de la Radio, vous serez séduit par le style loft de cet appartement de 3 pièces, bénéficiant de beaux volumes, de lignes épurées, agrémentées de moulures authentiques, de parquets et de cheminées d'époque. L'appartement dispose d'une galerie d'entrée, d'une cuisine ouverte, de trois chambres, d'une salle de bain avec hammam avec vue sur le jardin affiche un style résolument unique.
Les Lignes 9 et 10 rendent très accessible l'appartement ainsi que les Quais de Seine.",,,Paris,75016,Apartment / Loft,,Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Living Space;Bar;Daylight;Haussmann Style;Large Door Entrance;Multiple Rooms;Terrace,Product Launch;Fashion Showroom;Food Event;Photoshoot & Filming;Meeting;Office;Photo Shooting,paris
2077,31198,1,365.0,10000.0,250000.0,17000.0,60000.0,False,,,Sublime Hôtel Particulier à Louer - Quartier Concorde/Saint-Honoré/Madeleine,"Situé dans le très chic 8ème arrondissement de Paris, à proximité de la Place de la Concorde, de la Place de la Madeleine et de la très célèbre Rue Saint-Honoré, cet hôtel particulier est idéal pour un Showroom, un Événement Corporate, un Tournage, un Lancement de Produit, un Shooting Photo, des Conférences, des Réunions d'Affaires.

Ancien club de jeux privé, le lieu s’articule autour de six niveaux modulables qui offrent des ambiances singulières tout en gardant comme ligne de conduite : modernité, raffinement et prestige. L'ensemble du bien dispose d'une surface de 900 m2.

Un lieu intimiste à quelques pas du Palais de l’Elysée qui abrite une magnifique terrasse. Profitez de l’aspect exclusif d’un lieu événementiel complètement méconnu et off-market.

Au coeur d'un quartier prestigieux et passant, cet espace est idéal pour les entreprises et les designers à la recherche d'un bien d'exception au centre de Paris.

POSSIBILITÉ DE LOUER L'ESPACE EN PRIVATISATION TOTALE OU PARTIELLE.",,Elysees-Madeleine,Paris,75008,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Rooftop;Elevator;Whitebox / Minimal;Haussmann Style;Large Door Entrance;Multiple Rooms;Smoking Area;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,paris
2078,33658,1,28.0,700.0,15000.0,1000.0,4000.0,False,,,Bel appartement haussmannien Réunion / Shoot / Réception,"Bel appartement haussmannien avec un grand double séjour, une grande salle de réunion / salle à manger, cuisine et toilette. 

Pour les shootings / tournages : 
Nous avons un support de fond ainsi que plusieurs fonds disponibles, des flashs et des sources de lumière continue (COB, Skypanel, Astera...). 

Équipe de tournage disponible si besoin (makeup/hair, chef opérateur, réalisateur, photographe, électricien, set designer...)

Salle de post-production : 
En supplément une grande salle de post-production est disponible avec un canapé 6 places, 2 moniteurs calibrés, un mac studio, son 5.1, TV calibré, vidéo-projecteur...",,,Paris,75017,Apartment / Loft,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Ground Floor;Elevator;Daylight;Haussmann Style;Large Door Entrance;Multiple Rooms;Animals Friendly,Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
2082,26946,2,14.0,1500.0,,2500.0,12000.0,False,,,Galerie d'Art à Bastille,"The gallery is located in the heart of the Bastille area, a cultural and historical centrepiece of Paris (less than 1min from the subway station).  The location has 1 ground floor, 1 basement and so a total area of 120 square meters. The first physical NFT gallery, the space is furnished with high-end vintages and contemporary design pieces besides 15 digital screens. Thus you can exhibit the physical and digital art pieces together. The gallery also provides assistance in the preparation/installation of the exhibition, the guided visit during the exhibition and in the organisation of side events such as the opening event of the exhibition.",,,Paris,75004,Art Gallery,,Electricity;Lighting;Security System;Street Level;Internet;Window Display;Toilets;Living Space;Ground Floor,Private Sale;Fashion Showroom;Photoshoot & Filming;Conference;Meeting,paris
2083,33960,1,,10000.0,432000.0,12000.0,84000.0,False,,,Rooftop végétal unique au coeur du 18ème,"UNE FERME URBAINE EN ROOFTOP, NOUVEAU LIEU PHARE DES ÉVÉNEMENTS ENGAGÉS DANS LE 18EME ARRONDISSEMENT 

Notre ferme de 7000m2 est délibérément moderne et engagée : nous y cultivons des légumes, des herbes, des pousses pour les plus grands Chefs parisiens, mais aussi pour les particuliers que nous livrons en vélo-cargo. 
Notre espace événementiel en rooftop est unique à Paris et jouit d’une situation exceptionnelle car il donne d'un côté sur notre potager en permaculture, de l'autre sur la serre horticole chauffée par un data center, et le tout avec une vue panoramique sur Montmartre. 

Nous organisons des événements très variés en B2B ou B2B2C avec comme ligne directrice l'exigence déclinée à toutes les strates de nos conceptions événementielles. 
Nous intervenons pour des lancements presse ou de nouveaux produits, showroom, shooting, cocktail dinatoire locavore, journée influenceurs, défilés de mode, conférence, séminaire d'entreprise, CODIR...",,,Paris,75018,Unique Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Lighting;Street Level;Toilets;Rooftop;Elevator;Large Door Entrance;Water Access;Smoking Area;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
2084,9800,1,8.0,2700.0,,,,False,,Pop-Up Store iconic dans Le Marais,Pop-Up Store iconic dans Le Marais,"Voici un lieu absolument splendide de 160m², composé de deux espaces, dont une surface principale de 100m² en rez de chaussée et l’autre de 60m² en moins-un. Il vous est proposé en location Éphémère afin d’y organiser vos Showrooms Fashion Show, Fashion Show, Accessoires, Collectifs de Créateurs ou Prêt-à-Porter…
Un superbe immeuble haussmannien dont les façades sont flambant neuves, nous ouvre ses portes. Puis une très jolie cour s’annonce abritant notre intéressé dont on adore les vitres façon « atelier d’artiste »

Nous découvrons la première surface habillée d’une moderne parquet noir, de longs murs blancs et d’une grande verrière dominant le tout pour une vive clarté naturelle. Nous empruntons son bel escalier central pour rencontrer son voisin du dessous dessiné avec les mêmes tonalités et sublimé par plusieurs néons graphiques pour une ambiance épurée et graphique. L’ensemble est incontestablement un partenaire de premier choix pour accompagner vos futurs événements lors de la Fashion Week.

Cet espace est situé au coeur du Haut-Marais, axe prisé des fashionistas.","Voici un lieu absolument splendide de 160m², composé de deux espaces, dont une surface principale de 100m² en rez de chaussée et l’autre de 60m² en moins-un.",Le Marais,Paris,75003,Art Gallery,,Counters;Electricity;Lighting;Internet;Toilets,Product Launch;Fashion Showroom,paris
2088,26469,5,,2900.0,39000.0,,12000.0,False,,,Le showroom d'Aboukir,"Superbe boutique de 600 m2 situé dans un quartier très dynamique et commerçant. A quelques pas de châtelet et ses grandes enseignes.

Ce bel espace parfaitement modulable, bien équipé, de 80m² et composé de trois pièces distinctes mais communicantes vous est proposé en location Éphémère afin d’y organiser vos prochains Showrooms, Pop-Up Stores, Boutiques Ephémères, Lancements de Produits/Marques, Ventes Privées, Expositions, Cocktails ou Shootings…
Niché au fond d’une jolie cour typiquement parisienne, notre intéressé nous invite à entrer.

Situé au coeur du Sentier, quartier où le textile est roi, aux portes de Montorgueil, cet espace bien placé promet passage et visibilité de mise tout en préservant l’intimité qui caractérise son emplacement.",,Bonne-Nouvelle,Paris,75002,Boutique / Shop,,Electricity;Fitting Rooms;Lighting;Stock Room;Internet;Toilets;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Photo Shooting,paris
2094,25754,1,2.0,2000.0,,2000.0,,False,,,Restaurant Art Nouveau Vintage Style,"Situé littéralement au pied du Parc de Belleville dans le 20è arrondissement de Paris, ce bel espace attire l'oeil avec sa façade bleue turquoise.

Joli restaurant au style Art Nouveau (façade et portes vitrées Art Nouveau peintes en turquoise ; colonnes ; grands miroirs ; hauteur sous plafond).
Bénéficiez de ce local très lumineux et de sa décoration entre industriel et mobilier chiné.

Possibilité de louer en plus la galerie rattachée (80 m²) pour y installer stocks, vestiaires, loges, make up...

Notez que les prix pourront être discutés afin de trouver la meilleure formule pour tous.",,,Paris,75020,Restaurant / Bar / Cafe,,Furniture;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Rooftop;Bathroom;Bar;Industrial;Liquor Licence;Large Door Entrance;Multiple Rooms,Late Night Event (after 10pm);Food Event;Corporate Event;Photoshoot & Filming;Conference;Photo Shooting,paris
2095,34850,7,336.0,,9000.0,,2500.0,False,,,Espace de Réunion dans le 11ème arrondissement,"Avis aux entreprises en recherche d’espaces atypiques : notre espace pourrait vous correspondre !
Grands espaces ouverts et zones dédiées à la collaboration, il est idéal pour une équipe de 25 personnes.

Demandez une visite",,,Paris,75011,Office Space,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Daylight;Multiple Rooms;Water Access;Animals Friendly,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
